Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-02-17 00:00:00-03:00,1.1343746185302732,1.1343746185302732,1.1343746185302732,1.1343746185302734,49200,0.0,0.0
2000-02-18 00:00:00-03:00,1.1327548027038574,1.1327548027038574,1.1327548027038574,1.1327548027038574,4800,0.0,0.0
2000-02-21 00:00:00-03:00,1.1327548027038574,1.1327548027038574,1.1327548027038574,1.1327548027038574,0,0.0,0.0
2000-02-22 00:00:00-03:00,1.0857586860656738,1.101964382128434,1.0857586860656738,1.0857586860656738,25200,0.0,0.0
2000-02-23 00:00:00-03:00,1.069553852081299,1.069553852081299,1.069553852081299,1.0695538520812988,4500,0.0,0.0
2000-02-24 00:00:00-03:00,1.069553852081299,1.069553852081299,1.069553852081299,1.0695538520812988,0,0.0,0.0
2000-02-25 00:00:00-03:00,1.069553852081299,1.069553852081299,1.069553852081299,1.0695538520812988,0,0.0,0.0
2000-02-28 00:00:00-03:00,1.0533480644226074,1.0533480644226074,1.0533480644226074,1.0533480644226074,17280,0.0,0.0
2000-02-29 00:00:00-03:00,1.0533480644226074,1.0533480644226074,1.0533480644226074,1.0533480644226074,1380,0.0,0.0
2000-03-01 00:00:00-03:00,1.0371423959732056,1.0371423959732056,1.0371423959732056,1.0371423959732056,39660,0.0,0.0
2000-03-02 00:00:00-03:00,1.0209378004074097,1.0209378004074097,1.0209378004074097,1.0209378004074097,1920,0.0,0.0
2000-03-03 00:00:00-03:00,1.004732370376587,1.004732370376587,1.004732370376587,1.004732370376587,3000,0.0,0.0
2000-03-06 00:00:00-03:00,1.004732370376587,1.004732370376587,1.004732370376587,1.004732370376587,0,0.0,0.0
2000-03-07 00:00:00-03:00,0.9885263442993164,0.9885263442993164,0.9885263442993164,0.9885263442993164,60240,0.0,0.0
2000-03-08 00:00:00-03:00,0.9885263442993164,0.9885263442993164,0.9885263442993164,0.9885263442993164,0,0.0,0.0
2000-03-09 00:00:00-03:00,0.9885263442993164,0.9885263442993164,0.9885263442993164,0.9885263442993164,0,0.0,0.0
2000-03-10 00:00:00-03:00,0.9885263442993164,0.9885263442993164,0.9885263442993164,0.9885263442993164,0,0.0,0.0
2000-03-13 00:00:00-03:00,0.9885263442993164,0.9885263442993164,0.9885263442993164,0.9885263442993164,12000,0.0,0.0
2000-03-14 00:00:00-03:00,0.9885263442993164,0.9885263442993164,0.9885263442993164,0.9885263442993164,1020,0.0,0.0
2000-03-15 00:00:00-03:00,0.9885263442993164,0.9885263442993164,0.9885263442993164,0.9885263442993164,0,0.0,0.0
2000-03-16 00:00:00-03:00,1.0533480644226074,1.0533480644226074,0.9723215755525958,1.0533480644226074,7200,0.0,0.0
2000-03-17 00:00:00-03:00,1.0209378004074097,1.053348262972889,1.0209378004074097,1.0209378004074097,7200,0.0,0.0
2000-03-20 00:00:00-03:00,0.9723218083381653,0.9885265768068692,0.9723218083381653,0.9723218083381653,24000,0.0,0.0
2000-03-21 00:00:00-03:00,0.9723218083381653,0.9723218083381653,0.9723218083381653,0.9723218083381653,0,0.0,0.0
2000-03-22 00:00:00-03:00,0.9723218083381653,0.9723218083381653,0.9723218083381653,0.9723218083381653,0,0.0,0.0
2000-03-23 00:00:00-03:00,0.9723218083381653,0.9723218083381653,0.9723218083381653,0.9723218083381653,0,0.0,0.0
2000-03-24 00:00:00-03:00,1.0436251163482666,1.0533483252385414,1.0371426293587045,1.0436251163482666,38070,0.0,0.0
2000-03-27 00:00:00-03:00,1.0436251163482666,1.0436251163482666,1.0436251163482666,1.0436251163482666,0,0.0,0.0
2000-03-28 00:00:00-03:00,1.0436251163482666,1.0436251163482666,1.0436251163482666,1.0436251163482666,0,0.0,0.0
2000-03-29 00:00:00-03:00,1.0436251163482666,1.0436251163482666,1.0436251163482666,1.0436251163482666,0,0.0,0.0
2000-03-30 00:00:00-03:00,1.0436251163482666,1.0436251163482666,1.0436251163482666,1.0436251163482666,0,0.0,0.0
2000-03-31 00:00:00-03:00,1.0436251163482666,1.0436251163482666,1.0436251163482666,1.0436251163482666,0,0.0,0.0
2000-04-03 00:00:00-03:00,1.0436251163482666,1.0436251163482666,1.0436251163482666,1.0436251163482666,0,0.0,0.0
2000-04-04 00:00:00-03:00,1.0436251163482666,1.0436251163482666,1.0436251163482666,1.0436251163482666,0,0.0,0.0
2000-04-05 00:00:00-03:00,1.0436251163482666,1.0436251163482666,1.0436251163482666,1.0436251163482666,0,0.0,0.0
2000-04-06 00:00:00-03:00,0.9723218083381653,0.9723218083381653,0.9723218083381653,0.9723218083381653,3000,0.0,0.0
2000-04-07 00:00:00-03:00,0.9723218083381653,0.9723218083381653,0.9723218083381653,0.9723218083381653,0,0.0,0.0
2000-04-10 00:00:00-03:00,0.9723218083381653,0.9723218083381653,0.9723218083381653,0.9723218083381653,0,0.0,0.0
2000-04-11 00:00:00-03:00,0.9723218083381653,0.9723218083381653,0.9723218083381653,0.9723218083381653,1800,0.0,0.0
2000-04-12 00:00:00-03:00,0.9723218083381653,0.9723218083381653,0.9723218083381653,0.9723218083381653,5430,0.0,0.0
2000-04-13 00:00:00-03:00,0.9723218083381653,0.9723218083381653,0.9723218083381653,0.9723218083381653,12000,0.0,0.0
2000-04-14 00:00:00-03:00,0.9318079352378845,0.9561159532123807,0.9237055523541507,0.9318079352378845,29742,0.0,0.0
2000-04-17 00:00:00-03:00,0.9318079352378845,0.9318079352378845,0.9318079352378845,0.9318079352378845,0,0.0,0.0
2000-04-18 00:00:00-03:00,0.9318079352378845,0.9318079352378845,0.9318079352378845,0.9318079352378845,9000,0.0,0.0
2000-04-19 00:00:00-03:00,0.9318079352378845,0.9318079352378845,0.9318079352378845,0.9318079352378845,39000,0.0,0.0
2000-04-20 00:00:00-03:00,0.9318079352378845,0.9318079352378845,0.9318079352378845,0.9318079352378845,0,0.0,0.0
2000-04-21 00:00:00-03:00,0.9318079352378845,0.9318079352378845,0.9318079352378845,0.9318079352378845,0,0.0,0.0
2000-04-24 00:00:00-03:00,0.9318079352378845,0.9318079352378845,0.9318079352378845,0.9318079352378845,0,0.0,0.0
2000-04-25 00:00:00-03:00,0.9318079352378845,0.9318079352378845,0.9318079352378845,0.9318079352378845,0,0.0,0.0
2000-04-26 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,63000,0.0,0.0
2000-04-27 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,14400,0.0,0.0
2000-04-28 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-01 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-02 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,6000,0.0,0.0
2000-05-03 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-04 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-05 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-08 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-09 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,2100,0.0,0.0
2000-05-10 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-11 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-12 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-15 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-16 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-17 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-18 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-19 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-22 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-23 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-24 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-25 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-26 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-29 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,0,0.0,0.0
2000-05-30 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9366695117804309,0.9399102330207825,13500,0.0,0.0
2000-05-31 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9399102330207824,0.9399102330207825,0,0.0,0.0
2000-06-01 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9237055256762163,0.9399102330207825,116400,0.0,0.0
2000-06-02 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9399102330207824,0.9399102330207825,0,0.0,0.0
2000-06-05 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9399102330207824,0.9399102330207825,0,0.0,0.0
2000-06-06 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9399102330207824,0.9399102330207825,0,0.0,0.0
2000-06-07 00:00:00-03:00,0.9480136036872864,0.9480136036872864,0.9399102357807272,0.9480136036872864,4200,0.0,0.0
2000-06-08 00:00:00-03:00,0.9480136036872864,0.9480136036872864,0.9480136036872864,0.9480136036872864,7200,0.0,0.0
2000-06-09 00:00:00-03:00,0.9480136036872864,0.9480136036872864,0.9480136036872864,0.9480136036872864,0,0.0,0.0
2000-06-12 00:00:00-03:00,0.9480136036872864,0.9480136036872864,0.9480136036872864,0.9480136036872864,0,0.0,0.0
2000-06-13 00:00:00-03:00,0.9480136036872864,0.9480136036872864,0.9480136036872864,0.9480136036872864,0,0.0,0.0
2000-06-14 00:00:00-03:00,0.915602445602417,0.915602445602417,0.915602445602417,0.915602445602417,226476,0.0,0.0
2000-06-15 00:00:00-03:00,0.8912941813468932,0.9074998746668032,0.8912941813468932,0.8912941813468933,100200,0.0,0.0
2000-06-16 00:00:00-03:00,0.8912941813468932,0.8912941813468932,0.8912941813468932,0.8912941813468933,0,0.0,0.0
2000-06-19 00:00:00-03:00,0.8912941813468932,0.8912941813468932,0.8912941813468932,0.8912941813468933,0,0.0,0.0
2000-06-20 00:00:00-03:00,0.8912941813468932,0.8912941813468932,0.8912941813468932,0.8912941813468933,0,0.0,0.0
2000-06-21 00:00:00-03:00,0.8912941813468932,0.8912941813468932,0.8912941813468932,0.8912941813468933,0,0.0,0.0
2000-06-22 00:00:00-03:00,0.8912941813468932,0.8912941813468932,0.8912941813468932,0.8912941813468933,0,0.0,0.0
2000-06-23 00:00:00-03:00,0.8912941813468932,0.8912941813468932,0.8912941813468932,0.8912941813468933,0,0.0,0.0
2000-06-26 00:00:00-03:00,0.8912941813468932,0.8912941813468932,0.8912941813468932,0.8912941813468933,0,0.0,0.0
2000-06-27 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9399102330207824,0.9399102330207825,1200,0.0,0.0
2000-06-28 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9399102330207824,0.9399102330207825,0,0.0,0.0
2000-06-29 00:00:00-03:00,0.8750895261764525,0.8912942352431718,0.8750895261764525,0.8750895261764526,27000,0.0,0.0
2000-06-30 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9399102330207824,0.9399102330207825,1200,0.0,0.0
2000-07-03 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9399102330207824,0.9399102330207825,0,0.0,0.0
2000-07-04 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9399102330207824,0.9399102330207825,0,0.0,0.0
2000-07-05 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9399102330207824,0.9399102330207825,12000,0.0,0.0
2000-07-06 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,8400,0.0,0.0
2000-07-07 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,9000,0.0,0.0
2000-07-10 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-07-11 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9237055256762163,0.9399102330207825,10620,0.0,0.0
2000-07-12 00:00:00-03:00,0.9399102330207824,0.9399102330207824,0.9399102330207824,0.9399102330207825,3000,0.0,0.0
2000-07-13 00:00:00-03:00,0.9561159610748291,0.9561159610748291,0.9561159610748291,0.9561159610748291,5400,0.0,0.0
2000-07-14 00:00:00-03:00,0.9723218083381653,0.9723218083381653,0.9723218083381653,0.9723218083381653,51624,0.0,0.0
2000-07-17 00:00:00-03:00,0.9723218083381653,0.9723218083381653,0.9723218083381653,0.9723218083381653,0,0.0,0.0
2000-07-18 00:00:00-03:00,0.9723218083381653,0.9723218083381653,0.9723218083381653,0.9723218083381653,18000,0.0,0.0
2000-07-19 00:00:00-03:00,1.0533480644226074,1.0533480644226074,0.9885263401416826,1.0533480644226074,158700,0.0,0.0
2000-07-20 00:00:00-03:00,1.0533480644226074,1.0533480644226074,1.0533480644226074,1.0533480644226074,0,0.0,0.0
2000-07-21 00:00:00-03:00,1.0533480644226074,1.0533480644226074,1.0533480644226074,1.0533480644226074,0,0.0,0.0
2000-07-24 00:00:00-03:00,1.0209378004074097,1.037142568051005,1.0209378004074097,1.0209378004074097,23250,0.0,0.0
2000-07-25 00:00:00-03:00,0.8993974328041077,0.8993974328041077,0.8993974328041077,0.8993974328041077,34200,0.0,0.0
2000-07-26 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.8912943058908442,0.9237056970596313,34800,0.0,0.0
2000-07-27 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,7200,0.0,0.0
2000-07-28 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-07-31 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,4200,0.0,0.0
2000-08-01 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-02 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,12720,0.0,0.0
2000-08-03 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,2700,0.0,0.0
2000-08-04 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-07 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-08 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-09 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-10 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-11 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-14 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-15 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-16 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-17 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-18 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-21 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-22 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-23 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-24 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-25 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-28 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-29 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-30 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-08-31 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-01 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-04 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,21000,0.0,0.0
2000-09-05 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-06 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-07 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-08 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-11 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-12 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-13 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-14 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-15 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-18 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-19 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-20 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-21 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-22 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-25 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-26 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-27 00:00:00-03:00,0.9237056970596312,0.9237056970596312,0.9237056970596312,0.9237056970596313,0,0.0,0.0
2000-09-28 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,2682,0.0,0.0
2000-09-29 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-02 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-03 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-04 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-05 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-06 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-09 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-10 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-11 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-12 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-13 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-16 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-17 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-18 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-19 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-20 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-23 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-24 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-25 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-26 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-27 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-30 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-10-31 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-11-01 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-11-02 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
2000-11-03 00:00:00-03:00,0.9074998497962953,0.9074998497962953,0.9074998497962953,0.9074998497962952,0,0.0,0.0
