Date,ypf,ypfdba,ggal,ggalba,bma,bmaba,pam,pampba,bbar,bbarba,ccl
2010-03-09,35.28407669067383,142.34861755371094,4.155355930328369,1.5760103464126587,18.604917526245117,4.18450927734375,10.808209419250488,1.6901155710220337,4.322062015533447,4.911340713500977,3.4789159232542533
2010-03-10,35.28407669067383,142.34861755371094,4.361065864562988,1.6158087253570557,18.76432991027832,4.18450927734375,10.709413528442383,1.6801737546920776,4.443053722381592,5.041836261749268,3.4591927614012596
2010-03-11,35.28407669067383,142.77227783203125,4.287010669708252,1.6158087253570557,18.890533447265625,4.222724914550781,10.679776191711426,1.660290002822876,4.436331272125244,5.071493625640869,3.4733716647402204
2010-03-12,35.28407669067383,143.28067016601562,4.385751724243164,1.655606746673584,18.76432991027832,4.241831302642822,10.82796859741211,1.6901155710220337,4.476661682128906,5.148604393005371,3.4897639504987112
2010-03-15,35.3001708984375,142.77227783203125,4.418666362762451,1.6874455213546753,18.85068130493164,4.241831302642822,10.768691062927246,1.6801737546920776,4.523713111877441,5.172330379486084,3.4888787812959356
2010-03-16,35.3001708984375,144.0432586669922,4.525635242462158,1.7113242149353027,19.036659240722656,4.299152851104736,10.778570175170898,1.7000575065612793,4.637983322143555,5.314687252044678,3.5002276805843806
2010-03-17,35.28407669067383,144.0432586669922,4.63260555267334,1.7272439002990723,19.69424819946289,4.375583648681641,10.82796859741211,1.6801737546920776,4.705199718475342,5.338414192199707,3.4631144520662245
2010-03-18,34.761051177978516,142.34861755371094,4.673747539520264,1.7272439002990723,19.388702392578125,4.375583648681641,10.82796859741211,1.6801737546920776,4.745530605316162,5.338414192199707,3.4603020957534314
2010-03-19,34.43918991088867,139.80667114257812,4.764259338378906,1.806839942932129,19.534832000732422,4.394689083099365,11.163871765136719,1.7497667074203491,4.705199718475342,5.498566150665283,3.5051785727004785
2010-03-22,34.712772369384766,138.9593505859375,4.9041428565979,1.8545973300933838,20.159202575683594,4.509334564208984,11.400980949401855,1.7795922756195068,4.806025505065918,5.546019077301025,3.477174098471828
2010-03-23,34.14146041870117,141.07766723632812,5.076939582824707,1.9103155136108398,20.88320541381836,4.6621928215026855,11.450379371643066,1.7795922756195068,5.175719738006592,5.901913642883301,3.486751392440083
2010-03-25,34.14146041870117,137.6884002685547,5.101624965667725,1.9182755947113037,21.321590423583984,4.719515323638916,11.460258483886719,1.7696503400802612,5.216050148010254,5.872255802154541,3.4488638898465327
2010-03-26,34.60011672973633,134.72279357910156,5.0028839111328125,1.9182755947113037,20.810142517089844,4.719515323638916,11.440499305725098,1.7696503400802612,5.216050148010254,5.872255802154541,3.4480860149919494
2010-03-29,34.712772369384766,140.2303466796875,5.044026851654053,1.8864367008209229,21.182109832763672,4.73862361907959,11.262667655944824,1.7597085237503052,5.175719738006592,5.890050411224365,3.4673750299120236
2010-03-30,34.66448974609375,140.2303466796875,4.978198528289795,1.8864367008209229,20.31861686706543,4.73862361907959,11.361462593078613,1.7597085237503052,5.1085028648376465,5.890050411224365,3.499596625185274
2010-03-31,35.00244140625,144.0432586669922,4.8959126472473145,1.8864367008209229,19.85366439819336,4.73862361907959,11.24290943145752,1.7099993228912354,4.974068641662598,5.890050411224365,3.541988820688897
2010-04-05,35.41281509399414,144.0432586669922,5.011112689971924,1.8864367008209229,20.757003784179688,4.73862361907959,11.292305946350098,1.7497667074203491,5.05472993850708,5.890050411224365,3.496904959568467
2010-04-06,35.51742172241211,144.0432586669922,5.0933966636657715,1.9262349605560303,21.009408950805664,4.6621928215026855,11.588691711425781,1.8094178438186646,5.088338851928711,5.7536234855651855,3.4704290397742006
2010-04-07,35.380638122558594,144.0432586669922,5.027568817138672,1.9262349605560303,20.763643264770508,4.6621928215026855,11.391101837158203,1.7696503400802612,5.041286468505859,5.7536234855651855,3.49113985912102
2010-04-08,35.147281646728516,144.0432586669922,5.011112689971924,1.8784767389297485,20.590946197509766,4.60487174987793,11.410861015319824,1.799475908279419,5.027842044830322,5.646856784820557,3.4790141317515557
